"﻿CustomersID","Given Name","Name","Gender","Postal Code","E-Mail","Tel Number","Age","target group","age group"
"2003006","Leonardo ","Berger","male","1040","LBerger@gmail.com","0665 / ***","68","Low Budget","50+"
"2003007","Timo ","Bauer","male","1040","TBauer@gmail.com","0676 / ***","54","High Budget","50+"
"2003008","Lisa ","Pfeiffer","female","1040","LPfeiffer@gmail.com","0699 / ***","62","High Budget","50+"
"2003009","Diana ","Pohl","female","1040","DPohl@gmail.com","0676 / ***","32","Low Budget","30-50"
"2003010","Lars ","Meier","male","4600","LMeier@gmail.com","0664 / ***","48","High Budget","30-50"
"2003011","Jael ","Schmitz","female","1040","JSchmitz@gmail.com","0699 / ***","66","Low Budget","50+"
"2003012","Finn ","Schuster","male","3300","FSchuster@gmail.com","0650 / ***","48","Low Budget","30-50"
"2003013","Elin ","Voigt","female","4847","EVoigt@gmail.com","0664 / ***","54","High Budget","50+"
"2003014","Simon ","Meyer","male","4847","SMeyer@gmail.com","0664 / ***","54","Low Budget","50+"
"2003015","Julie ","König","female","1040","JKönig@gmail.com","0680 / ***","45","High Budget","30-50"
"2003016","Noemi ","Graf","female","1040","NGraf@gmail.com","0676 / ***","50","High Budget","50+"
"2003017","Thomas ","Braun","male","1040","TBraun@gmail.com","0680 / ***","59","High Budget","50+"
"2003018","Nico ","Schmitz","male","3300","NSchmitz@gmail.com","0650 / ***","51","High Budget","50+"
"2003019","Matteo ","Busch","male","1040","MBusch@gmail.com","0699 / ***","44","Low Budget","30-50"
"2003020","Lina ","Engel","female","4847","LEngel@gmail.com","0664 / ***","39","Low Budget","30-50"
"2003021","Mattia ","Graf","male","1160","MGraf@gmail.com","0680 / ***","52","Low Budget","50+"
"2003022","Evan ","Kühn","male","4847","EKühn@gmail.com","0664 / ***","49","Low Budget","30-50"
"2003023","Levi ","Böhm","male","4847","LBöhm@gmail.com","0664 / ***","58","Low Budget","50+"
"2003024","Luan ","Roth","male","1040","LRoth@gmail.com","0676 / ***","66","Low Budget","50+"
"2003025","Noah ","Arnold","male","4847","NArnold@gmail.com","0664 / ***","31","Low Budget","30-50"
"2003026","Nino ","Schmidt","male","4847","NSchmidt@gmail.com","0664 / ***","29","High Budget","18-30"
"2003027","Marie ","Huber","female","1040","MHuber@gmail.com","0665 / ***","56","Low Budget","50+"
"2003028","Jason ","Arnold","male","1040","JArnold@gmail.com","0680 / ***","69","High Budget","50+"
"2003029","Amélie ","Kuhn","female","1040","AKuhn@gmail.com","0676 / ***","31","Low Budget","30-50"
"2003030","Hanna ","Böhm","female","4847","HBöhm@gmail.com","0664 / ***","41","Low Budget","30-50"
"2003031","Valentina ","Jung","female","1040","VJung@gmail.com","0665 / ***","54","Low Budget","50+"
"2003032","Zoe ","Wolf","female","4847","ZWolf@gmail.com","0664 / ***","54","Low Budget","50+"
"2003033","Sina ","Köhler","female","1040","SKöhler@gmail.com","0680 / ***","66","Low Budget","50+"
"2003034","Louise ","Schmitt","female","1040","LSchmitt@gmail.com","0699 / ***","40","High Budget","30-50"
"2003035","Fabio ","Keller","male","1040","FKeller@gmail.com","0665 / ***","69","High Budget","50+"
"2003036","Lea ","Schubert","female","3300","LSchubert@gmail.com","0650 / ***","64","High Budget","50+"
"2003037","Yara ","Thomas","female","1040","YThomas@gmail.com","0676 / ***","46","Low Budget","30-50"
"2003038","Thomas ","Jäger","male","4847","TJäger@gmail.com","0664 / ***","52","Low Budget","50+"
"2003039","Dario ","Busch","male","4847","DBusch@gmail.com","0664 / ***","43","High Budget","30-50"
"2003040","Luna ","Schmitt","female","1040","LSchmitt@gmail.com","0665 / ***","48","Low Budget","30-50"
"2003041","Nils ","Schulze","male","4847","NSchulze@gmail.com","0664 / ***","51","Low Budget","50+"
"2003042","Evan ","Winkler","male","1040","EWinkler@gmail.com","0676 / ***","40","High Budget","30-50"
"2003043","Eline ","Hofmann","female","1040","EHofmann@gmail.com","0665 / ***","54","Low Budget","50+"
"2003044","Henry ","Schreiber","male","3300","HSchreiber@gmail.com","0650 / ***","61","Low Budget","50+"
"2003045","Elin ","Peters","female","4847","EPeters@gmail.com","0664 / ***","64","High Budget","50+"
"2003046","Mira ","Möller","female","1040","MMöller@gmail.com","0680 / ***","37","High Budget","30-50"
"2003047","Elena ","Herrmann","female","4847","EHerrmann@gmail.com","0664 / ***","59","Low Budget","50+"
"2003048","Emilie ","Schmitt","female","1040","ESchmitt@gmail.com","0676 / ***","67","High Budget","50+"
"2003049","Mattia ","Peters","male","1040","MPeters@gmail.com","0699 / ***","38","Low Budget","30-50"
"2003050","Luna ","Zimmermann","female","4847","LZimmermann@gmail.com","0664 / ***","44","High Budget","30-50"
"2003051","Levi ","Schuster","male","1040","LSchuster@gmail.com","0676 / ***","68","Low Budget","50+"
"2003052","Alice ","Vogt","female","1040","AVogt@gmail.com","0680 / ***","67","High Budget","50+"
"2003053","Linus ","Schneider","male","4847","LSchneider@gmail.com","0664 / ***","48","High Budget","30-50"
"2003054","Emilie ","Franke","female","1040","EFranke@gmail.com","0676 / ***","59","Low Budget","50+"
"2003055","Anouk ","Fuchs","female","1040","AFuchs@gmail.com","0665 / ***","56","Low Budget","50+"
"2003056","Nicolas ","Schmitt","male","1040","NSchmitt@gmail.com","0676 / ***","54","Low Budget","50+"
"2003057","Jonas ","Koch","male","4847","JKoch@gmail.com","0664 / ***","37","High Budget","30-50"
"2003058","Luana ","Mayer","female","4847","LMayer@gmail.com","0664 / ***","68","Low Budget","50+"
"2003059","Jara ","Simon","female","4847","JSimon@gmail.com","0664 / ***","57","Low Budget","50+"
"2003060","Luna ","Wolff","female","4847","LWolff@gmail.com","0664 / ***","67","Low Budget","50+"
"2003061","Leo ","Braun","male","4847","LBraun@gmail.com","0664 / ***","32","Low Budget","30-50"
"2003062","Jän ","Hahn","male","1040","JHahn@gmail.com","0699 / ***","65","Low Budget","50+"
"2003063","Laurin ","Schröder","male","1040","LSchröder@gmail.com","0676 / ***","42","Low Budget","30-50"
"2003064","Feb ","Scholz","male","4847","FScholz@gmail.com","0664 / ***","64","Low Budget","50+"
"2003065","Jason ","Möller","male","1040","JMöller@gmail.com","0676 / ***","44","Low Budget","30-50"
"2003066","Hanna ","Schmid","female","1040","HSchmid@gmail.com","0676 / ***","64","Low Budget","50+"
"2003067","Nolan ","Maier","male","4847","NMaier@gmail.com","0664 / ***","45","Low Budget","30-50"
"2003068","Fiona ","Wolf","female","4847","FWolf@gmail.com","0664 / ***","61","High Budget","50+"
"2003069","Chloé ","Braun","female","1040","CBraun@gmail.com","0676 / ***","37","High Budget","30-50"
"2003070","Lia ","Jäger","female","1040","LJäger@gmail.com","0676 / ***","67","Low Budget","50+"
"2003071","Lena ","Krause","female","1040","LKrause@gmail.com","0676 / ***","50","High Budget","50+"
"2003072","Leo ","Klein","male","4847","LKlein@gmail.com","0664 / ***","40","High Budget","30-50"
"2003073","Mila ","Schwarz","female","1040","MSchwarz@gmail.com","0665 / ***","31","High Budget","30-50"
"2003074","Robin ","Schneider","male","2000","RSchneider@gmail.com","0699 / ***","55","Low Budget","50+"
"2003075","Fabio ","Jung","male","1040","FJung@gmail.com","0676 / ***","50","Low Budget","50+"
"2003076","Andrin ","Friedrich","male","4847","AFriedrich@gmail.com","0664 / ***","48","High Budget","30-50"
"2003077","Eva ","Werner","female","4847","EWerner@gmail.com","0664 / ***","56","Low Budget","50+"
"2003078","Finn ","Berger","male","1040","FBerger@gmail.com","0665 / ***","38","High Budget","30-50"
"2003079","Mira ","Schreiber","female","3300","MSchreiber@gmail.com","0650 / ***","55","Low Budget","50+"
"2003080","Matteo ","Stein","male","4847","MStein@gmail.com","0664 / ***","41","High Budget","30-50"
"2003081","Laurin ","Hahn","male","1040","LHahn@gmail.com","0676 / ***","45","Low Budget","30-50"
"2003082","Martin ","Schmitt","male","4847","MSchmitt@gmail.com","0664 / ***","60","Low Budget","50+"
"2003083","Arthur ","Herrmann","male","4847","AHerrmann@gmail.com","0664 / ***","48","High Budget","30-50"
"2003084","Nathan ","Simon","male","4847","NSimon@gmail.com","0664 / ***","40","High Budget","30-50"
"2003085","Joel ","Schulz","male","1040","JSchulz@gmail.com","0665 / ***","47","High Budget","30-50"
"2003086","Emil ","Arnold","male","1040","EArnold@gmail.com","0676 / ***","43","Low Budget","30-50"
"2003087","Hannah ","Günther","female","1040","HGünther@gmail.com","0665 / ***","52","Low Budget","50+"
"2003088","Lina ","Kühn","female","4847","LKühn@gmail.com","0664 / ***","34","High Budget","30-50"
"2003089","Adam ","Simon","male","4847","ASimon@gmail.com","0664 / ***","68","Low Budget","50+"
"2003090","Matilde ","Graf","female","1040","MGraf@gmail.com","0680 / ***","29","Low Budget","18-30"
"2003091","Jael ","Kühn","female","4847","JKühn@gmail.com","0664 / ***","58","Low Budget","50+"
"2003092","Sophia ","Neumann","female","3300","SNeumann@gmail.com","0650 / ***","60","High Budget","50+"
"2003093","Apr ","Horn","male","3300","AHorn@gmail.com","0650 / ***","62","Low Budget","50+"
"2003094","Arthur ","Meier","male","4847","AMeier@gmail.com","0664 / ***","57","High Budget","50+"
"2003095","Fiona ","Roth","female","1040","FRoth@gmail.com","0680 / ***","35","Low Budget","30-50"
"2003096","Clara ","Vogel","female","2349","CVogel@gmail.com","0676 / ***","64","Low Budget","50+"
"2003097","Maria ","Kaiser","female","4847","MKaiser@gmail.com","0664 / ***","45","High Budget","30-50"
"2003098","Jara ","Stein","female","1040","JStein@gmail.com","0676 / ***","53","Low Budget","50+"
"2003099","Lionel ","Arnold","male","4847","LArnold@gmail.com","0664 / ***","32","High Budget","30-50"
"2003100","Juna ","Schubert","female","4847","JSchubert@gmail.com","0664 / ***","29","High Budget","18-30"
"2003101","Paula ","König","female","4847","PKönig@gmail.com","0664 / ***","51","Low Budget","50+"
"2003102","Chiara ","Krüger","female","1040","CKrüger@gmail.com","0665 / ***","65","Low Budget","50+"
"2003103","Marco ","Köhler","male","1040","MKöhler@gmail.com","0676 / ***","61","High Budget","50+"
"2003104","Matilde ","Friedrich","female","4847","MFriedrich@gmail.com","0664 / ***","66","High Budget","50+"
"2003105","Lynn ","Fischer","female","4847","LFischer@gmail.com","0664 / ***","41","Low Budget","30-50"
"2003106","Dario ","Stein","male","1040","DStein@gmail.com","0699 / ***","34","Low Budget","30-50"
"2003107","Melissa ","Ziegler","female","1040","MZiegler@gmail.com","0699 / ***","68","High Budget","50+"
"2003108","Elias ","Lehmann","male","4847","ELehmann@gmail.com","0664 / ***","57","High Budget","50+"
"2003109","Noah ","Meier","male","4847","NMeier@gmail.com","0664 / ***","29","Low Budget","18-30"
"2003110","Lionel ","Baumann","male","1040","LBaumann@gmail.com","0665 / ***","33","Low Budget","30-50"
"2003111","Amy ","Mayer","female","4847","AMayer@gmail.com","0664 / ***","53","High Budget","50+"
"2003112","Lucas ","Busch","male","4847","LBusch@gmail.com","0664 / ***","55","High Budget","50+"
"2003113","Matteo ","Kraus","male","1040","MKraus@gmail.com","0699 / ***","34","Low Budget","30-50"
"2003114","Rafael ","Wagner","male","4847","RWagner@gmail.com","0664 / ***","63","Low Budget","50+"
"2003115","Emilie ","Schneider","female","4847","ESchneider@gmail.com","0664 / ***","50","High Budget","50+"
"2003116","Arthur ","Hofmann","male","3300","AHofmann@gmail.com","0650 / ***","44","Low Budget","30-50"
"2003117","Léa ","Seidel","female","4847","LSeidel@gmail.com","0664 / ***","55","Low Budget","50+"
"2003118","Ava ","Bauer","female","1040","ABauer@gmail.com","0665 / ***","32","Low Budget","30-50"
"2003119","Liam ","Winkler","male","4847","LWinkler@gmail.com","0664 / ***","66","High Budget","50+"
"2003120","Zoe ","Arnold","female","6850","ZArnold@gmail.com","0676 / ***","49","Low Budget","30-50"
"2003121","Maria ","Thomas","female","1040","MThomas@gmail.com","0699 / ***","58","Low Budget","50+"
"2003122","Aaron ","Vogel","male","4847","AVogel@gmail.com","0664 / ***","65","High Budget","50+"
"2003123","Yara ","Richter","female","4847","YRichter@gmail.com","0664 / ***","58","High Budget","50+"
"2003124","Jael ","Lange","female","4847","JLange@gmail.com","0664 / ***","31","Low Budget","30-50"
"2003125","Hanna ","Kuhn","female","1040","HKuhn@gmail.com","0676 / ***","45","Low Budget","30-50"
"2003126","Lynn ","Schmid","female","1040","LSchmid@gmail.com","0680 / ***","66","High Budget","50+"
"2003127","Alicia ","Schulte","female","4847","ASchulte@gmail.com","0664 / ***","59","Low Budget","50+"
"2003128","Lio ","Meyer","male","4847","LMeyer@gmail.com","0664 / ***","45","High Budget","30-50"
"2003129","Emil ","Möller","male","1040","EMöller@gmail.com","0699 / ***","69","Low Budget","50+"
"2003130","Lynn ","Böhm","female","1040","LBöhm@gmail.com","0676 / ***","46","High Budget","30-50"
"2003131","Tim ","Fischer","male","3300","TFischer@gmail.com","0650 / ***","49","Low Budget","30-50"
"2003132","Emilie ","Martin","female","1040","EMartin@gmail.com","0665 / ***","44","Low Budget","30-50"
"2003133","Lina ","Busch","female","4847","LBusch@gmail.com","0664 / ***","66","High Budget","50+"
"2003134","Emilie ","Zimmermann","female","3300","EZimmermann@gmail.com","0650 / ***","36","High Budget","30-50"
"2003135","Linda ","Schwarz","female","4847","LSchwarz@gmail.com","0664 / ***","29","Low Budget","18-30"
"2003136","Mattia ","Schäfer","male","4847","MSchäfer@gmail.com","0664 / ***","55","Low Budget","50+"
"2003137","Sina ","Weber","female","4847","SWeber@gmail.com","0664 / ***","30","High Budget","30-50"
"2003138","Noemi ","Mayer","female","4847","NMayer@gmail.com","0664 / ***","67","Low Budget","50+"
"2003139","Malin ","Lang","female","4847","MLang@gmail.com","0664 / ***","43","High Budget","30-50"
"2003140","Timo ","Schuster","male","4847","TSchuster@gmail.com","0664 / ***","68","Low Budget","50+"
"2003141","Malin ","Schmitt","female","4847","MSchmitt@gmail.com","0664 / ***","44","Low Budget","30-50"
"2003142","Léa ","Müller","female","1040","LMüller@gmail.com","0699 / ***","34","Low Budget","30-50"
"2003143","Alessio ","Huber","male","1040","AHuber@gmail.com","0676 / ***","31","High Budget","30-50"
"2003144","Melissa ","Pohl","female","1040","MPohl@gmail.com","0676 / ***","29","High Budget","18-30"
"2003145","Ethan ","Schäfer","male","3300","ESchäfer@gmail.com","0650 / ***","28","High Budget","18-30"
"2003146","Leonardo ","Beck","male","4847","LBeck@gmail.com","0664 / ***","62","Low Budget","50+"
"2003147","Jael ","Engel","female","1040","JEngel@gmail.com","0676 / ***","52","High Budget","50+"
"2003148","Sarah ","Sommer","female","1040","SSommer@gmail.com","0699 / ***","41","Low Budget","30-50"
"2003149","Luan ","Walter","male","4847","LWalter@gmail.com","0664 / ***","32","High Budget","30-50"
"2003150","Mia ","Schuster","female","4847","MSchuster@gmail.com","0664 / ***","55","High Budget","50+"
"2003151","Malin ","Franke","female","4847","MFranke@gmail.com","0664 / ***","66","Low Budget","50+"
"2003152","Lian ","Pohl","male","4847","LPohl@gmail.com","0664 / ***","49","Low Budget","30-50"
"2003153","Chiara ","Becker","female","1040","CBecker@gmail.com","0699 / ***","37","High Budget","30-50"
"2003154","Milena ","Keller","female","4847","MKeller@gmail.com","0664 / ***","61","High Budget","50+"
"2003155","Lisa ","Schmid","female","1040","LSchmid@gmail.com","0676 / ***","64","High Budget","50+"
"2003156","Dylan ","Schneider","male","4847","DSchneider@gmail.com","0664 / ***","35","Low Budget","30-50"
"2003157","Leonardo ","Schulte","male","4847","LSchulte@gmail.com","0664 / ***","39","Low Budget","30-50"
"2003158","Levi ","Seidel","male","1040","LSeidel@gmail.com","0676 / ***","36","Low Budget","30-50"
"2003159","Sophia ","Winkler","female","4847","SWinkler@gmail.com","0664 / ***","37","High Budget","30-50"
"2003160","Nicolas ","Groß","male","1040","NGroß@gmail.com","0699 / ***","59","Low Budget","50+"
"2003161","Lian ","Frank","male","4847","LFrank@gmail.com","0664 / ***","46","High Budget","30-50"
"2003162","Adrian ","Schmitz","male","4847","ASchmitz@gmail.com","0664 / ***","49","High Budget","30-50"
"2003163","Mila ","Hartmann","female","1040","MHartmann@gmail.com","0676 / ***","38","Low Budget","30-50"
"2003164","Leano ","Winkler","male","1040","LWinkler@gmail.com","0676 / ***","59","High Budget","50+"
"2003165","Diana ","Wolf","female","1040","DWolf@gmail.com","0699 / ***","60","Low Budget","50+"
"2003166","Lena ","Weber","female","4847","LWeber@gmail.com","0664 / ***","67","High Budget","50+"
"2003167","Mira ","Schmitt","female","1040","MSchmitt@gmail.com","0676 / ***","68","High Budget","50+"
"2003168","Lea ","Fuchs","female","4847","LFuchs@gmail.com","0664 / ***","37","Low Budget","30-50"
"2003169","Noé ","Schuster","male","1040","NSchuster@gmail.com","0665 / ***","31","Low Budget","30-50"
"2003170","Alessandro ","Baumann","male","1040","ABaumann@gmail.com","0676 / ***","60","Low Budget","50+"
